CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOMECAT,INCOME,RINCOMECAT,RINCOME,EDUC,SPEDU,PAEDU,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,POLVIEWS,POLVIEWS3,CAPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,JOBLOSE,JOBFIND,SATJOB,RICHWORK,JOBINC,JOBSEC,JOBHOURS,JOBPROMO,JOBMEANS,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL
58348,2,40,1,1,4,17,1,2,3,2,23,"120,000",23,"120,000",14,11,20,9,1,0,4,0,1,7,89,,2,2,2,1,1,2,1,1,1,,,,,1,,,,,3,3,1,1,3,2,5,4,1,2,2,2,3,1,,,,
58349,2,26,3,4,1,17,2,2,2,,13,"21,250",13,"21,250",12,,12,12,1,,1,1,1,0,40,,2,2,,3,2,1,1,1,1,1,5,1,3,1,1,1,8,1,,,2,1,,,,,,,2,,1,1,1,4,1,1
58350,2,83,1,1,4,30,0,1,3,2,18,"45,000",,,12,12,,,1,1,,,7,5,,,2,2,2,3,2,4,2,1,1,,,,,1,,,,,,,2,,3,5,4,2,1,1,2,2,2,2,,,,
58351,1,78,1,1,2,24,0,1,3,2,21,"82,500",,,20,16,12,8,4,3,1,0,5,5,,,2,1,1,3,2,4,2,1,1,,,,,2,,,,,,,,,,2,,,1,1,1,1,4,1,,,,
58352,1,50,1,1,2,23,3,2,2,,21,"82,500",,,12,12,6,6,0,0,0,0,4,1,,40,2,2,,1,1,6,3,1,1,1,3,1,1,1,,,,,,,2,1,,,,,,,1,1,2,2,1,1,1,1
58353,2,31,1,1,0,,2,1,2,,21,"82,500",,,14,14,12,,1,2,1,,6,1,,60,2,2,,3,2,,,1,1,4,3,3,3,1,,,,,,,,,,,,,,,2,1,2,2,1,4,3,4
58354,1,63,3,3,2,24,1,2,2,2,9,"11,250",4,"4,500",16,,20,14,3,,3,1,2,0,30,,1,2,1,2,2,2,1,1,,2,2,4,2,,1,1,1,1,3,3,2,,3,5,4,1,2,5,2,,,,1,4,2,2
58355,1,75,1,1,5,,0,1,3,,24,"140,000",,,12,12,,12,1,1,,,1,7,40,,2,1,,4,2,6,3,1,2,5,5,5,4,1,,,,,,,1,2,,,,,,,1,2,1,1,2,4,3,2
58356,2,34,3,5,2,29,1,2,2,2,,,,,1,,,,0,,0,0,7,0,,,2,2,3,1,1,4,2,2,,1,3,3,5,,2,1,1,8,,,2,,2,4,5,3,1,5,3,,,,1,4,1,1
58357,2,73,1,1,3,19,0,1,3,1,19,"55,000",,,12,20,12,12,1,3,1,1,5,5,,,1,,3,6,3,5,3,1,,3,4,4,5,,2,1,1,1,,,,,2,3,5,4,1,1,1,1,,,2,4,1,3
58358,1,52,1,1,3,21,3,1,3,1,25,"175,000",22,"100,000",20,19,12,12,4,4,1,1,1,1,50,60,2,2,1,5,3,4,2,1,1,,,,,1,,,,,4,2,2,2,1,5,3,4,2,5,2,1,2,2,,,,
58359,1,79,1,3,4,21,0,1,2,1,20,"67,500",,,16,,8,14,1,,0,1,5,0,,,2,2,3,0,1,3,1,2,2,,,,,2,,,,,,,,,3,4,5,2,1,2,1,,1,1,,,,
58360,2,55,1,1,0,,2,1,3,1,20,"67,500",16,"32,500",16,12,14,12,3,1,1,1,1,1,40,40,2,2,4,1,1,4,2,2,,7,3,3,3,,1,1,1,1,4,2,1,,,,,,,1,2,2,,,1,4,3,
58361,2,24,1,1,0,,2,1,3,1,20,"67,500",3,"3,500",20,20,,14,4,4,,2,6,6,,,2,2,1,0,1,2,1,2,2,,,,,2,,,,,,,,,2,5,4,3,1,3,2,1,1,1,,,,
58362,1,71,1,1,4,26,2,1,3,1,23,"120,000",,,16,16,8,12,3,3,0,1,5,1,,32,2,2,3,4,2,5,3,1,1,,,,,2,,,,,,,,,3,5,4,2,1,2,3,2,2,1,,,,
58363,1,43,1,1,1,32,2,1,3,1,23,"120,000",21,"82,500",16,16,16,16,3,3,3,3,1,1,70,40,2,2,1,6,3,6,3,1,,6,4,5,3,,2,1,1,1,3,2,2,,,,,,,5,2,1,,,2,4,3,4
58364,1,53,1,5,0,,1,1,3,1,23,"120,000",23,"120,000",16,,16,16,3,,3,3,1,0,60,,2,2,2,5,3,6,3,1,,5,3,4,3,,2,1,1,1,4,3,1,,3,4,5,2,1,1,1,,,,2,4,3,3
58365,1,81,1,1,0,,0,1,3,2,25,"175,000",,,17,12,15,12,3,1,1,1,5,5,,,2,1,5,0,1,2,1,2,1,,,,,2,,,,,,,,,2,4,5,3,1,1,2,2,2,2,,,,
58366,2,89,1,3,1,20,0,1,3,2,,,,,8,,,,0,,,0,5,0,,,2,2,2,0,1,4,2,2,,4,1,2,5,,2,8,1,2,,,,,,,,,,4,2,,,,2,4,2,2
58367,2,34,1,1,1,32,2,1,2,1,20,"67,500",16,"32,500",12,16,12,12,1,3,1,1,1,1,35,40,1,2,1,5,3,4,2,1,,4,3,4,3,,2,1,1,1,4,1,2,,,,,,,2,2,2,,,2,4,2,2
58368,2,31,3,5,0,,1,1,3,,5,"5,500",,,19,,16,18,4,,3,3,6,0,,,2,2,,0,1,3,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,2,,3,2,1,4,2,2
58369,1,20,1,5,0,,5,1,3,,21,"82,500",3,"3,500",13,,16,16,1,,3,3,6,0,,,2,2,,4,2,4,2,1,1,4,4,4,3,2,2,1,1,1,,,,,,,,,,,2,,2,2,2,4,2,3
58370,2,36,1,1,1,35,2,1,3,1,23,"120,000",20,"67,500",19,16,13,12,4,3,1,1,1,1,40,40,2,2,1,1,1,4,2,1,,4,3,3,2,,2,1,1,1,2,2,2,,5,2,1,4,3,3,2,1,,,1,4,3,3
58371,2,33,1,1,0,,2,1,2,,20,"67,500",1,500,13,12,13,16,1,1,1,3,2,1,20,50,2,2,,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,,,1,1,,,,,,,2,1,1,1,1,4,4,3
58372,1,29,1,5,0,,1,1,2,2,18,"45,000",18,"45,000",16,,16,14,3,,3,2,1,0,40,,2,2,0,1,1,3,1,2,,3,3,3,2,,2,1,1,1,4,1,1,,,,,,,4,1,,,,2,4,2,3
58373,2,47,1,5,0,,1,1,3,,18,"45,000",18,"45,000",18,,13,12,4,,1,1,1,0,40,,2,1,,1,1,2,1,2,1,2,3,2,2,2,2,1,1,1,,,1,2,,,,,,,1,,1,2,2,1,3,
58374,1,26,3,5,0,,1,2,2,2,19,"55,000",19,"55,000",17,,16,16,3,,3,3,1,0,45,,2,2,0,3,2,2,1,1,1,,,,,1,,,,,4,1,2,1,3,4,5,1,2,1,1,,1,1,,,,
58375,1,50,1,1,2,30,2,1,3,1,24,"140,000",20,"67,500",14,12,12,12,2,1,1,1,1,1,45,45,2,1,2,2,2,4,2,1,,3,4,4,3,,2,1,1,1,4,3,1,,4,1,5,3,2,5,2,1,,,2,1,2,4
58376,2,47,1,1,3,26,4,1,3,,,,16,"32,500",17,19,12,12,3,4,1,1,1,1,40,40,2,2,,1,1,4,2,2,1,3,3,5,3,1,1,1,1,1,,,1,1,,,,,,,1,1,1,1,2,4,1,1
58377,1,47,1,1,3,29,1,1,3,,25,"175,000",,,16,17,15,16,3,3,1,3,2,7,15,,2,2,,6,3,7,3,1,2,6,4,5,5,2,,,,,,,2,1,,,,,,,1,2,3,2,2,4,3,3
58378,2,35,1,5,0,,1,1,2,2,17,"37,500",17,"37,500",14,,20,12,2,,4,1,1,0,40,,2,2,2,5,3,4,2,1,1,,,,,2,,,,,3,2,2,2,2,3,5,1,4,5,1,,1,2,,,,
58379,2,58,1,1,2,22,2,2,3,,25,"175,000",19,"55,000",16,18,19,12,3,4,4,1,2,1,32,84,2,2,,2,2,3,1,2,1,6,4,3,2,1,2,1,1,1,,,1,2,,,,,,,1,1,2,2,2,4,3,3
58380,2,51,1,5,0,,1,1,3,1,22,"100,000",22,"100,000",16,,12,12,3,,1,1,1,0,55,,2,2,3,6,3,6,3,1,1,,,,,1,,,,,4,2,1,2,4,2,5,3,1,5,2,,1,2,,,,
58381,1,,1,,,,,2,,,,,,,18,,18,12,4,,4,1,,9,,,,,2,3,2,4,2,,,,,,,2,,,,,,,,,4,5,3,2,1,1,2,,,1,,,,
58382,1,62,1,1,3,35,4,1,3,,25,"175,000",9,"11,250",14,12,12,12,1,1,1,1,3,2,,20,2,2,,5,3,5,3,1,2,6,4,4,4,1,,,,,,,1,1,,,,,,,2,1,2,2,2,4,1,3
58383,2,61,1,1,1,30,2,1,3,,23,"120,000",,,16,16,10,12,3,3,0,1,8,2,,30,2,2,,2,2,2,1,2,1,4,2,3,1,2,,,,,,,,,,,,,,,2,2,4,2,2,4,2,3
58384,1,40,1,1,2,38,2,1,3,,25,"175,000",25,"175,000",20,19,16,16,4,4,3,3,1,2,50,8,2,2,,6,3,6,3,1,1,6,4,5,4,1,2,1,1,1,,,1,1,,,,,,,1,1,2,1,2,4,2,3
58385,2,61,2,3,0,,0,1,3,1,,,,,13,,12,12,1,,1,1,5,0,,,2,1,1,1,1,4,2,1,1,,,,,2,,,,,,,,,3,5,4,2,1,1,2,,1,1,,,,
58386,1,76,1,1,2,21,2,1,3,2,3,"3,500",2,"2,000",12,12,10,13,1,1,0,1,2,2,4,6,2,2,6,1,1,3,1,1,,4,3,3,2,,8,8,1,2,4,2,1,,,,,,,1,2,1,,,2,4,1,2
58387,1,63,1,3,1,28,1,1,3,2,21,"82,500",21,"82,500",16,,8,12,4,,0,1,1,0,40,,2,2,0,0,1,2,1,2,,2,2,2,1,,2,1,1,1,2,2,1,,4,2,5,3,1,1,3,,,,1,4,2,4
58388,2,62,1,2,2,28,1,1,3,1,,,5,"5,500",16,,13,12,3,,1,1,3,0,,,2,2,5,0,1,3,1,2,1,,,,,2,,,,,4,1,1,1,5,3,1,4,2,1,2,,1,2,,,,
58389,2,47,1,1,3,18,2,1,3,1,22,"100,000",19,"55,000",16,12,,10,3,1,,0,1,1,50,60,2,2,1,4,2,4,2,2,,4,3,4,3,,2,1,1,1,4,1,1,,,,,,,4,1,1,,,2,4,1,1
58390,1,32,1,1,2,31,2,1,3,1,23,"120,000",21,"82,500",18,16,16,12,4,3,3,1,1,1,55,32,2,1,1,5,3,5,3,1,2,,,,,1,,,,,4,1,1,1,3,4,5,2,1,1,1,1,1,1,,,,
58391,2,60,3,1,5,16,2,2,2,,,,,,7,3,,3,0,0,,0,7,5,,,2,2,,4,2,5,3,2,1,3,1,1,,1,2,1,8,1,,,4,,,,,,,,1,2,3,2,1,4,3,2
58392,1,23,1,5,1,22,2,1,2,1,19,"55,000",,,12,,12,12,1,,1,1,1,0,55,,2,2,2,5,3,1,1,2,,3,3,3,5,,2,1,1,1,4,1,1,,,,,,,5,1,,,,1,4,3,3
58393,1,36,1,1,2,30,1,1,3,2,19,"55,000",19,"55,000",12,14,20,14,1,1,4,2,1,7,60,,2,2,1,4,2,5,3,1,2,,,,,2,,,,,4,2,1,1,4,1,5,3,2,5,2,1,2,1,,,,
58394,1,22,1,5,0,,2,1,3,1,,,1,500,14,,,,1,,1,,4,0,,,2,2,6,2,2,4,2,1,,1,3,3,3,,2,1,1,1,,,2,,,,,,,5,2,,,,1,4,1,2
58395,1,20,1,5,0,,3,1,3,1,19,"55,000",,,12,,,16,1,,,3,2,0,30,,2,2,2,5,3,4,2,1,1,,,,,1,,,,,4,1,4,2,1,5,3,2,4,5,2,,1,2,,,,
58396,2,23,1,1,0,,0,1,2,,1,500,,,14,18,20,15,1,4,4,1,4,1,,55,2,2,,7,,7,3,2,2,7,5,5,5,1,,,,,,,2,2,,,,,,,2,1,2,2,1,4,2,4
58397,1,41,3,3,1,23,1,2,2,2,16,"32,500",16,"32,500",14,,,12,1,,,,1,0,48,,2,2,4,1,1,4,2,1,,5,3,2,1,,1,1,1,1,4,2,2,,3,4,5,1,2,4,1,,,,1,4,3,1
58398,1,29,1,5,0,,1,1,2,,16,"32,500",10,"13,750",17,,,12,1,,,1,1,0,45,,2,2,,7,,3,1,2,1,2,4,3,1,1,,,,,,,2,1,,,,,,,2,,1,1,1,4,2,2
58399,2,32,1,5,0,,2,1,2,2,19,"55,000",12,"18,750",18,,16,,3,,3,,1,0,40,,2,2,0,2,2,2,1,1,1,,,,,2,,,,,3,3,2,1,2,4,3,5,1,2,2,,2,1,,,,
58400,2,37,1,5,0,,1,1,3,2,13,"21,250",9,"11,250",20,,17,18,4,,3,4,1,0,50,,2,1,1,0,1,2,1,,,3,2,3,2,,2,1,1,1,1,2,1,,,,,,,5,2,,,,1,1,3,
58401,1,54,1,1,6,18,3,1,2,1,18,"45,000",,,14,16,12,12,1,1,1,1,7,1,,40,2,1,6,1,1,5,3,1,2,,,,,1,,,,,,,1,,4,5,3,1,2,2,2,2,4,2,,,,
58402,1,29,1,1,0,,2,1,3,2,17,"37,500",2,"2,000",14,16,,12,1,3,,1,1,1,45,50,2,2,2,3,2,4,2,2,,3,4,2,2,,1,1,1,1,4,2,2,,2,3,5,4,1,1,2,2,,,1,4,1,2
58403,2,43,1,4,2,24,1,1,1,,8,"9,000",8,"9,000",14,,12,14,2,,1,1,8,0,,,2,2,,3,2,4,2,1,1,1,3,3,2,2,,,,,,,,,,,,,,,1,,2,1,1,4,3,1
58404,2,76,1,2,7,23,2,1,3,1,19,"55,000",,,16,,20,14,3,,4,1,5,0,,,2,1,0,5,3,7,3,1,,6,5,5,5,,2,1,8,1,,,,,,,,,,5,2,,,,2,,3,
58405,2,41,1,1,2,21,1,1,3,1,23,"120,000",23,"120,000",12,12,14,12,1,1,2,1,1,5,60,,2,2,1,2,2,4,2,2,,4,3,1,3,,2,2,1,1,3,3,1,,3,4,5,2,1,2,2,1,,,2,4,2,2
58406,2,53,1,1,3,25,4,1,3,1,25,"175,000",19,"55,000",16,18,14,14,3,4,1,2,1,1,60,50,2,1,1,3,2,5,3,1,,6,3,4,3,,2,1,1,1,4,2,1,,4,3,2,5,1,4,1,1,,,2,1,3,3
58407,1,31,1,1,2,26,2,1,3,1,22,"100,000",21,"82,500",16,15,18,18,3,2,4,4,1,7,60,,2,2,1,4,2,4,2,1,1,,,,,2,,,,,3,2,2,1,2,3,5,4,1,1,2,2,3,1,,,,
58408,2,35,1,1,6,18,1,1,3,1,22,"100,000",17,"37,500",14,18,20,15,1,3,4,1,1,1,60,65,2,1,0,5,3,5,3,1,,7,4,5,4,,2,1,1,1,4,3,1,,3,4,2,5,1,5,2,2,,,1,4,2,4
58409,1,36,1,1,3,29,1,1,3,1,23,"120,000",19,"55,000",14,14,18,12,1,2,3,1,1,1,45,35,2,2,1,6,3,5,3,1,1,,,,,1,,,,,4,2,2,1,1,5,3,4,2,3,1,1,1,1,,,,
58410,2,42,1,1,2,27,1,1,3,,25,"175,000",,,16,16,15,16,3,3,4,3,7,1,,40,2,2,,5,3,6,3,2,1,7,4,5,3,1,,,,,,,1,,,,,,,,1,1,1,2,2,4,3,2
58411,2,60,1,1,1,40,2,1,4,1,25,"175,000",21,"82,500",16,16,16,12,3,3,3,1,1,1,40,50,2,2,1,0,1,3,1,1,1,,,,,1,,,,,2,3,3,2,3,4,5,2,1,1,2,2,2,2,,,,
58412,1,78,1,1,4,22,0,1,2,1,15,"27,500",,,15,12,12,12,1,1,1,1,5,8,,,2,2,3,4,2,5,3,1,,7,5,5,3,,2,1,1,1,,,,,,,,,,1,3,1,,,2,4,1,3
58413,2,72,1,1,1,19,0,1,1,,13,"21,250",,,12,12,8,,1,1,0,0,5,5,,,2,2,,6,3,7,3,1,1,5,4,3,4,2,8,8,8,1,,,,,,,,,,,1,1,1,1,2,4,3,1
58414,2,41,1,1,2,24,3,1,3,1,25,"175,000",17,"37,500",12,16,13,12,1,3,1,1,1,1,30,40,2,2,2,5,3,6,3,1,,3,3,3,3,,2,1,1,1,4,3,1,,,,,,,5,1,1,,,2,4,1,3
58415,1,49,1,1,2,28,2,1,2,,21,"82,500",18,"45,000",12,12,12,12,1,1,1,1,1,1,70,40,2,2,,6,3,7,3,1,2,5,4,5,5,2,,,,,,,3,1,,,,,,,2,1,2,2,1,4,5,2
58416,2,26,1,5,1,24,1,1,3,2,1,500,,,10,,14,11,0,,1,1,6,0,,,2,2,3,0,1,6,3,1,,3,5,1,1,,2,2,1,1,,,,,,,,,,3,3,,,,1,4,3,2
58417,2,61,1,3,1,41,1,1,3,1,19,"55,000",16,"32,500",16,,12,12,3,,1,1,1,0,40,,2,2,3,4,2,4,2,1,,2,3,2,2,,2,2,1,1,3,3,1,,,,,,,5,2,,,,1,4,5,2
58418,2,33,1,1,1,28,2,1,2,,20,"67,500",16,"32,500",12,14,12,10,1,2,1,1,1,1,55,40,2,1,,6,3,7,3,1,1,6,5,5,5,1,,,,,,,1,1,,,,,,,1,2,2,1,2,4,3,5
58419,2,89,1,3,3,25,0,1,3,1,12,"18,750",,,12,,5,8,1,,0,0,5,0,,,2,1,3,0,1,2,1,,1,,,,,2,,,,,,,,,3,5,4,1,2,1,2,,1,1,,,,
58420,2,34,1,1,1,22,2,1,2,1,18,"45,000",13,"21,250",16,14,,12,3,1,1,1,1,1,40,37,2,2,3,2,2,1,1,1,,1,5,5,3,,1,1,1,1,3,2,2,,,,,,,5,2,2,,,2,4,4,2
58421,1,65,1,3,4,21,1,1,2,1,16,"32,500",10,"13,750",12,,12,13,1,,1,1,2,0,20,,2,2,2,6,3,7,3,1,,7,5,5,5,,2,1,1,1,4,2,1,,,,,,,5,2,,,,2,4,3,1
58422,2,37,1,3,2,20,2,1,1,1,20,"67,500",16,"32,500",11,,,12,0,,,1,4,0,,,2,2,8,3,2,4,2,1,,4,3,4,4,,2,1,1,2,,,1,,,,,,,5,1,,,,2,4,3,1
58423,1,44,1,3,1,29,1,1,3,,20,"67,500",18,"45,000",11,,12,14,0,,1,1,1,0,70,,2,2,,3,2,5,3,1,2,1,3,3,3,1,2,1,8,2,,,1,1,,,,,,,2,,3,2,1,4,1,1
58424,2,29,1,1,3,21,1,1,2,2,20,"67,500",,,15,8,12,12,1,0,1,1,7,1,,15,2,2,2,2,2,5,3,1,,7,5,5,1,,2,1,1,2,,,2,,,,,,,5,2,1,,,1,4,2,1
58425,1,74,2,1,5,18,1,1,3,1,,,,,12,13,8,14,1,1,0,1,2,2,12,12,1,,4,0,1,2,1,2,1,,,,,1,,,,,3,2,2,2,3,5,4,2,1,4,1,1,1,1,,,,
58426,1,49,1,3,1,25,1,1,2,,17,"37,500",17,"37,500",12,,12,12,1,,1,1,1,0,70,,2,2,,0,1,4,2,1,1,3,3,2,3,2,,,,,,,2,2,,,,,,,2,,3,2,1,4,4,2
58427,1,38,3,4,0,,1,2,2,2,10,"13,750",10,"13,750",5,,0,0,0,,0,0,1,0,35,,2,2,3,3,2,3,1,2,,1,3,3,2,,8,8,2,1,3,2,2,,2,4,1,3,5,5,2,,,,2,4,3,4
58428,2,53,1,3,0,,1,1,2,,11,"16,250",11,"16,250",16,,,14,1,,,1,1,0,30,,1,2,,0,1,3,1,2,1,2,1,3,1,1,8,8,8,8,,,1,1,,,,,,,3,,1,1,2,4,5,4
58429,1,69,1,2,1,30,0,1,3,,1,500,,,12,,,4,1,,,0,5,0,,,2,2,,2,2,4,2,1,2,2,1,1,3,1,2,1,1,2,,,,,,,,,,,3,,2,1,2,4,1,4
58430,2,19,1,5,4,16,0,2,1,,1,500,,,8,,,2,0,,,0,8,0,,,,,,4,2,7,3,2,1,3,2,2,2,3,,,,,,,,,,,,,,,3,,2,3,1,4,2,1
58431,2,78,1,3,1,21,0,1,3,1,15,"27,500",,,14,,12,12,1,,1,1,5,0,,,2,2,4,1,1,3,1,2,1,,,,,2,,,,,,,,,1,5,3,4,2,1,2,,2,2,,,,
58432,2,55,1,3,1,35,1,1,3,1,21,"82,500",,,18,,19,20,4,,4,4,1,0,45,,2,2,2,0,1,3,1,1,1,,,,,2,,,,,3,3,1,2,3,2,4,5,1,2,1,,1,1,,,,
58433,2,43,1,5,0,,0,1,3,2,9,"11,250",,,13,,12,12,1,,1,1,7,0,,,2,2,4,2,2,4,2,1,1,,,,,2,,,,,,,2,,3,4,5,2,1,2,1,,3,2,,,,
58434,2,34,1,1,1,32,2,1,3,2,19,"55,000",13,"21,250",16,18,16,12,3,4,3,1,1,4,40,,2,2,3,2,2,3,1,2,,1,3,4,2,,2,1,1,1,4,2,1,,,,,,,4,2,1,,,2,4,2,3
58435,1,44,1,5,0,,1,1,3,1,8,"9,000",8,"9,000",17,,18,12,3,,4,1,2,0,50,,2,2,3,4,2,7,3,1,,7,5,5,5,,2,8,1,1,3,3,2,,2,5,3,4,1,5,2,,,,1,4,4,5
58436,2,35,1,5,0,,1,1,3,1,19,"55,000",19,"55,000",16,,16,16,3,,3,4,1,0,40,,2,2,5,7,,5,3,,,5,4,4,5,,2,1,1,1,3,2,3,,1,2,4,3,5,1,2,,,,1,4,2,2
58437,2,75,1,2,4,18,1,1,3,1,20,"67,500",9,"11,250",12,,8,11,1,,0,0,2,0,28,,2,2,3,3,2,4,2,,,7,5,5,3,,2,2,1,1,4,3,1,,,,,,,5,1,,,,2,4,1,3
58438,1,47,1,1,3,35,2,2,1,,14,"23,750",6,"6,500",14,16,17,14,1,3,3,1,2,2,10,32,1,2,,3,2,2,1,2,1,1,3,2,2,2,,,,,,,3,1,,,,,,,1,2,3,2,1,4,5,1
58439,2,40,1,1,0,,2,1,3,,21,"82,500",11,"16,250",12,18,14,12,1,4,1,1,1,1,30,84,2,1,,6,3,6,3,1,1,5,5,4,3,1,2,2,1,8,,,2,1,,,,,,,1,1,1,1,2,2,2,
58440,1,58,1,1,1,17,2,1,2,,19,"55,000",16,"32,500",12,11,12,12,0,0,1,1,1,1,40,40,2,2,,2,2,2,1,1,1,4,3,5,1,1,,,,,,,1,2,,,,,,,3,2,3,2,2,4,4,4
58441,1,53,1,1,2,30,2,1,3,,25,"175,000",,,19,12,16,16,4,1,3,3,8,2,,24,2,2,,1,1,2,1,2,1,5,2,2,2,,2,1,1,1,,,,,,,,,,,2,2,4,1,2,4,1,1
58442,2,19,1,5,0,,3,1,3,,,,2,"2,000",12,,12,13,1,,1,1,1,0,32,,2,2,,3,2,4,2,1,1,3,4,4,4,1,2,1,1,1,,,2,1,,,,,,,3,,1,1,1,4,3,3
58443,2,53,1,1,2,30,4,1,2,1,,,,,12,12,12,12,1,1,1,1,1,1,40,55,1,2,2,1,1,4,2,,1,,,,,1,,,,,4,3,1,1,1,2,3,5,4,1,1,2,2,1,,,,
58444,2,33,1,1,0,,2,1,3,1,25,"175,000",18,"45,000",16,12,12,12,3,1,1,1,1,1,40,50,2,2,1,4,2,5,3,1,1,,,,,1,,,,,4,2,1,1,3,2,5,4,1,1,1,1,2,1,,,,
58445,1,57,1,1,0,,2,1,3,1,24,"140,000",21,"82,500",12,18,16,13,1,4,3,1,5,1,,43,2,2,4,4,2,4,2,1,,4,3,4,3,,2,1,1,1,,,,,1,2,5,3,4,2,2,1,,,2,3,2,4
58446,1,26,1,5,0,,3,1,2,,24,"140,000",11,"16,250",16,,3,14,2,,0,1,2,0,20,,2,2,0,1,1,4,2,2,1,,,,,2,,,,,3,2,2,2,1,4,3,5,2,4,2,,3,1,,,,
58447,1,39,1,3,2,19,1,1,3,,21,"82,500",21,"82,500",12,,,15,1,,,1,1,0,62,,2,2,,,,,,1,1,1,,3,3,1,2,1,8,2,,,1,1,,,,,,,2,,2,1,2,4,1,1
58448,1,52,1,3,0,,1,1,2,,16,"32,500",16,"32,500",9,,9,10,0,,0,0,1,0,45,,2,2,,4,2,5,3,1,1,7,3,5,3,2,2,2,1,1,,,2,1,,,,,,,3,,2,1,2,4,2,
58449,2,56,1,3,1,37,0,1,1,2,,,,,13,,12,12,1,,1,1,8,0,,,2,1,7,1,1,3,1,1,,2,2,2,1,,2,1,1,2,,,,,2,5,4,3,1,4,2,,,,1,4,5,1
58450,2,55,1,4,2,17,0,1,1,2,8,"9,000",,,11,,,12,0,,,1,5,0,,,2,2,4,2,2,4,2,1,,3,3,3,3,,2,1,1,2,,,,,2,4,5,3,1,2,2,,,,2,4,3,2
58451,1,50,1,5,0,,1,1,1,2,1,500,,,12,,,9,1,,1,0,8,0,,,2,2,10,0,1,1,1,1,2,,,,,2,,,,,,,,,2,4,5,3,1,5,2,,3,2,,,,
58452,1,53,1,5,1,35,1,1,1,,6,"6,500",,,15,,14,9,2,,2,0,8,0,,,2,2,,0,1,2,1,2,1,1,1,3,1,2,,,,,,,,,,,,,,,3,,4,2,2,4,4,4
58453,1,45,1,1,0,,2,1,2,,13,"21,250",12,"18,750",20,16,9,12,4,3,1,1,2,2,25,7,2,2,,2,2,4,2,2,1,3,3,3,1,2,,,,,,,3,1,,,,,,,2,2,1,1,1,4,4,2
58454,1,67,1,3,2,23,1,1,3,1,21,"82,500",21,"82,500",15,,,12,2,,,1,1,0,25,,1,2,1,1,1,4,2,1,2,,,,,1,,,,,4,3,3,1,2,5,3,4,1,5,2,,1,2,,,,
58455,2,71,1,2,4,19,1,1,2,1,16,"32,500",16,"32,500",10,,,,0,,0,0,1,0,35,,2,2,2,3,2,4,2,1,1,,,,,2,,,,,4,3,1,2,2,3,4,5,1,2,2,,2,2,,,,
58456,2,44,2,5,2,34,2,2,2,,21,"82,500",18,"45,000",15,,11,7,1,,0,0,5,0,,,2,2,,1,1,4,2,2,1,3,3,,2,2,2,1,1,1,,,,,,,,,,,3,,2,2,2,4,2,1
58457,1,37,1,1,2,30,2,1,2,,20,"67,500",20,"67,500",18,16,13,12,4,3,1,1,1,2,40,15,2,2,,4,2,5,3,1,2,4,4,4,3,2,,,,,,,1,1,,,,,,,3,2,2,2,2,4,3,3
58458,1,27,1,1,2,18,2,1,2,,18,"45,000",17,"37,500",12,13,17,14,1,1,4,3,1,7,38,,2,2,,1,1,3,1,2,2,3,4,4,4,2,,,,,,,2,1,,,,,,,2,2,1,2,1,4,5,4
58459,1,58,1,3,2,26,2,1,3,,22,"100,000",22,"100,000",20,,20,18,4,,4,4,3,0,,,2,2,,0,1,2,1,2,1,2,2,1,1,3,,,,,,,1,1,,,,,,,1,,2,1,2,4,4,4
58460,1,66,1,1,1,38,2,1,3,,23,"120,000",20,"67,500",16,16,12,12,4,4,1,1,5,1,,40,2,1,,0,1,2,1,2,1,1,2,1,1,1,2,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,4
58461,1,61,1,5,0,,1,1,3,,22,"100,000",21,"82,500",14,,,12,2,,,1,5,0,,,2,2,,4,2,5,3,1,1,3,3,3,3,2,,,,,,,,,,,,,,,3,,2,1,2,4,2,
58462,2,60,1,3,0,,1,1,2,2,11,"16,250",,,12,,,,1,,,0,7,0,,,2,2,4,2,2,4,2,1,,3,3,3,1,,2,1,1,1,,,2,,,,,,,1,3,,,,2,4,4,
58463,1,25,1,5,0,,1,1,2,,14,"23,750",,,12,,,15,1,,,1,8,0,,,2,2,,4,2,4,2,1,2,5,2,3,3,1,2,1,1,1,,,,,,,,,,,2,,2,1,1,4,4,5
58464,1,56,1,5,0,,1,1,1,2,10,"13,750",,,12,,18,18,1,,4,4,5,0,,,2,2,12,2,2,4,2,1,,1,2,2,1,,2,2,1,1,,,,,,,,,,4,2,,,,1,4,5,
58465,1,57,1,3,2,30,1,1,3,2,18,"45,000",17,"37,500",12,,12,12,1,,,1,4,0,,,2,2,2,,,4,2,2,1,,,,,1,,,,,,,4,1,3,4,5,2,1,3,3,,4,2,,,,
